,comment,cl_comment,wordlist,emojis,sent,user,mentioned
1765,Beautiful!,beauti,['beauti'],[],neu,blatterrick,[]
1766,Soo wild ❤️👏👏,soo wild,"['soo', 'wild']","['❤', '👏', '👏']",neu,mimidamistar,[]
1767,ابوني ابوني,,[],[],neu,arwaaaa0909,[]
1768,🔥🔥🔥🔥😍❤️,,[],"['🔥', '🔥', '🔥', '🔥', '😍', '❤']",neu,sagar_dahriya08,[]
1769,3x3lb fiert lb 😍😍,3x3lb fiert lb,"['3x3lb', 'fiert', 'lb']","['😍', '😍']",neu,jhonatanrosariotv,[]
1770,3x3lb fiert lb ❤️🙌🔥,3x3lb fiert lb,"['3x3lb', 'fiert', 'lb']","['❤', '🙌', '🔥']",neu,jhonatanrosariotv,[]
1771,3x3lb fiert lb ❤️🙌🔥,3x3lb fiert lb,"['3x3lb', 'fiert', 'lb']","['❤', '🙌', '🔥']",neu,jhonatanrosariotv,[]
1772,@fernandez_laurianne,,[],[],neu,annelisemercier,['fernandez_laurianne']
1773,3x3lb fiert ❤️🙌,3x3lb fiert,"['3x3lb', 'fiert']","['❤', '🙌']",neu,jhonatanrosariotv,[]
1774,knotty,knotti,['knotti'],[],neu,_zmuza,[]
1775,material,materi,['materi'],[],neu,bronpidslava,[]
1776,ghost,ghost,['ghost'],[],neu,sathaphonchanaboon,[]
1777,🖤,,[],['🖤'],neu,ay.luke_,[]
1778,Cmon brodis they don’t know us keep your head up high 👏,cmon brodi know us keep head high,"['cmon', 'brodi', 'know', 'us', 'keep', 'head', 'high']",['👏'],neu,dillkill210,[]
1779,Wow,wow,['wow'],[],pos,mdmehedi6703,[]
1780,Hi,hi,['hi'],[],neu,lsatasall,[]
1781,Oye le puedes decir a tu cuñado que me conteste el dm,oye le pued decir tu cuado que contest el dm,"['oye', 'le', 'pued', 'decir', 'tu', 'cuado', 'que', 'contest', 'el', 'dm']",[],neu,_milowo_,[]
1782,🔥,,[],['🔥'],neu,smdc_sm,[]
1783,Sont belles 😍,sont bell,"['sont', 'bell']",['😍'],neu,nirinchak,[]
1784,mine ang nakapurple!,mine ang nakapurpl,"['mine', 'ang', 'nakapurpl']",[],neu,chrissaa_a,[]
1785,Salut ❤️,salut,['salut'],['❤'],neu,soufianeissa051,[]
1786,Twins?,twin,['twin'],[],neu,inara_amabile,[]
1787,Lb,lb,['lb'],[],neu,erlleonico,[]
1788,Row,row,['row'],[],neu,erlleonico,[]
1789,Vocês enviam para o Brasil ?,voc enviam para brasil,"['voc', 'enviam', 'para', 'brasil']",[],neu,samaradevivofaria,[]
1790,development,develop,['develop'],[],neu,sfjbjkn,[]
1791,🔥,,[],['🔥'],neu,coffee_with_bhuvan,[]
1792,Bombas,bomba,['bomba'],[],neu,agustinacabrera6,[]
1793,❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤']",neu,mayschard,[]
1794,"@samillylimaaa, o nosso assim sai?",nosso assim sai,"['nosso', 'assim', 'sai']",[],neu,mayschard,['samillylimaaa']
1795,@mayschard 😍,,[],['😍'],neu,samillylimaaa,['mayschard']
1796,Nanganak na diay si kylie,nanganak na diay si kyli,"['nanganak', 'na', 'diay', 'si', 'kyli']",[],neu,aprilfrfrngl,[]
1797,🤍🤍,,[],"['🤍', '🤍']",neu,goreirl.hottie_,[]
1798,Rate,rate,['rate'],[],neu,hero_josephinecloset,[]
1799,Lblblb,lblblb,['lblblb'],[],neu,hero_josephinecloset,[]
1800,Likeback,likeback,['likeback'],[],neu,hero_josephinecloset,[]
1801,Firstl,firstl,['firstl'],[],neu,hero_josephinecloset,[]
1802,Like,like,['like'],[],neu,hero_josephinecloset,[]
1803,Like,like,['like'],[],neu,hero_josephinecloset,[]
1804,Lblb,lblb,['lblb'],[],neu,hero_josephinecloset,[]
1805,favs,fav,['fav'],[],neu,outermcrvel,[]
1806,prettiest,prettiest,['prettiest'],[],pos,outermcrvel,[]
1807,سلام❤️,,[],['❤'],neu,safordkhe,[]
1808,في رمضان؟,,[],[],neu,nuha.a7med,[]
1809,milf sama neesan pilih mana cg? @frmnsyhhhhh,milf sama neesan pilih mana cg,"['milf', 'sama', 'neesan', 'pilih', 'mana', 'cg']",[],neu,anwarspcs,['frmnsyhhhhh']
1810,@anwarspcs milf always,milf alway,"['milf', 'alway']",[],neu,frmnsyhhhhh,['anwarspcs']
1811,@frmnsyhhhhh keep my wife name out your fckng mouth,keep wife name fckng mouth,"['keep', 'wife', 'name', 'fckng', 'mouth']",[],neu,anwarspcs,['frmnsyhhhhh']
1812,Beautiful,beauti,['beauti'],[],neu,farshadshadiya,[]
1813,Nur Alam,nur alam,"['nur', 'alam']",[],neu,nuralom5152,[]
1814,I spit on your whole industry,spit whole industri,"['spit', 'whole', 'industri']",[],neu,asengegov,[]
1815,❤️❤️❤️🔥🔥,,[],"['❤', '❤', '❤', '🔥', '🔥']",neu,sukhpreetkaur2737,[]
1816,😍😍😍,,[],"['😍', '😍', '😍']",neu,maxoliveira3031,[]
1817,LuvU,luvu,['luvu'],[],neu,oksowhat552,[]
1818,جمال كايلي 😢💋💋💋,,[],"['😢', '💋', '💋', '💋']",neu,8eogl,[]
1819,Follow🙌,follow,['follow'],['🙌'],neu,bbyiyyaa,[]
1820,hi your twin's,hi twin,"['hi', 'twin']",[],neu,danicagarcia27,[]
1821,😍😁,,[],"['😍', '😁']",neu,atmnfvz,[]
1822,😩🥺😍😍😍,,[],"['😩', '🥺', '😍', '😍', '😍']",neu,valbaltodano,[]
1823,"Please help me afford school! Hi Kendall and Kylie! My name is Sali' McCampbell and I’m a senior in high school. I got into the University of Southern California (the school of my dreams) but my family can’t afford to go. I’m hoping to raise enough money so I don’t have to give up on my dreams of being a screenwriter. Can you please donate some money to my gofundme, please? Even just a little bit helps.
(If you don’t trust the link my gofundme title is Help Sali' Go to USC). Thank you! https://www.gofundme.com/f/donate-to-help-sali-go-to-usc?utm_source=customer&utm_medium=copy_link&utm_campaign=p_cf+share-flow-1",pleas help afford school hi kendal kyli name sali mccampbel senior high school got univers southern california school dream famili afford go hope rais enough money give dream screenwrit pleas donat money gofundm pleas even littl bit help trust link gofundm titl help sali go usc thank http wwwgofundmecomfdonatetohelpsaligotousc utmsourcecustom utmmediumcopylink utmcampaignpcfshareflow1,"['pleas', 'help', 'afford', 'school', 'hi', 'kendal', 'kyli', 'name', 'sali', 'mccampbel', 'senior', 'high', 'school', 'got', 'univers', 'southern', 'california', 'school', 'dream', 'famili', 'afford', 'go', 'hope', 'rais', 'enough', 'money', 'give', 'dream', 'screenwrit', 'pleas', 'donat', 'money', 'gofundm', 'pleas', 'even', 'littl', 'bit', 'help', 'trust', 'link', 'gofundm', 'titl', 'help', 'sali', 'go', 'usc', 'thank', 'http', 'wwwgofundmecomfdonatetohelpsaligotousc', 'utmsourcecustom', 'utmmediumcopylink', 'utmcampaignpcfshareflow1']",[],pos,sali_mcc,[]
1824,how can Chinese people buy these？where’s channel ?,chines peopl buy thesewher channel,"['chines', 'peopl', 'buy', 'thesewher', 'channel']",[],neu,_jc976_,[]
1825,Loveuboth😘,loveuboth,['loveuboth'],['😘'],neu,yannuhgurl,[]
1826,Nise,nise,['nise'],[],neu,mahtobikki8,[]
1827,I said,said,['said'],[],neu,_karamilakaroma,[]
1828,Lb,lb,['lb'],[],neu,jenzobean2go,[]
1829,Lb x3,lb x3,"['lb', 'x3']",[],neu,jenzobean2go,[]
1830,lethal,lethal,['lethal'],[],neu,dbrodbros,[]
1831,😍😍😍,,[],"['😍', '😍', '😍']",neu,noddy_boy_raja,[]
1832,Eric Atta Acheampong 👏 Ghana 🇬🇭,eric atta acheampong ghana,"['eric', 'atta', 'acheampong', 'ghana']",['👏'],neu,acheampongericatta,[]
1833,Hello dear good afternoon how are you 🙏,hello dear good afternoon,"['hello', 'dear', 'good', 'afternoon']",['🙏'],pos,acheampongericatta,[]
1834,EU GOSTO MUITO DE FLORES....ELAS MI INSPIRAM A VIVER INTENSAMENTE. ELAS TAÕ SEMPRE LINDAS....MARAVILHOSAS....EU AMO AS FLORES....🌎🌙,eu gosto muito de flore ela mi inspiram viver intensament ela ta sempr linda maravilhosa eu amo flore,"['eu', 'gosto', 'muito', 'de', 'flore', 'ela', 'mi', 'inspiram', 'viver', 'intensament', 'ela', 'ta', 'sempr', 'linda', 'maravilhosa', 'eu', 'amo', 'flore']","['🌎', '🌙']",neu,spartacopettinelli,[]
1835,🔥,,[],['🔥'],neu,danicsbelmonte,[]
1836,🔥,,[],['🔥'],neu,juniorrrivera71,[]
1837,😍😍😍,,[],"['😍', '😍', '😍']",neu,myidisan,[]
1838,🔥🔥,,[],"['🔥', '🔥']",neu,_shivani___25,[]
1839,Hi good bb,hi good bb,"['hi', 'good', 'bb']",[],neu,juniorrrivera71,[]
1840,❤️,,[],['❤'],neu,musakhan1875,[]
1841,❤️,,[],['❤'],neu,marcelagarcia5100,[]
1842,Perfeitas...,perfeita,['perfeita'],[],neu,danimorenabr,[]
1843,Hi janu l ❤️u ji,hi janu l u ji,"['hi', 'janu', 'l', 'u', 'ji']",['❤'],neu,chhibbardaulat,[]
1844,Lb,lb,['lb'],[],neu,danielaichiyanagui,[]
1845,Top,top,['top'],[],neu,iistatoah1998,[]
1846,3x3,3x3,['3x3'],[],neu,joceebed,[]
1847,Lb🔥,lb,['lb'],['🔥'],neu,joceebed,[]
1848,Lb 🔥,lb,['lb'],['🔥'],neu,joceebed,[]
1849,Lb 🔥,lb,['lb'],['🔥'],neu,joceebed,[]
1850,"The lawyer family did a wonderful job raising Baby Harpo. Mom and I were going to ship you out to Canada because we were very young, and figured the Canadian Indians would raise you to be a great outdoors-man. Thanks mama for talking me out of it. Keep up the good work Baby girl#1, and always remember ""Daddy Loves"".",lawyer famili wonder job rais babi harpo mom go ship canada young figur canadian indian would rais great outdoorsman thank mama talk keep good work babi girl 1 alway rememb daddi love,"['lawyer', 'famili', 'wonder', 'job', 'rais', 'babi', 'harpo', 'mom', 'go', 'ship', 'canada', 'young', 'figur', 'canadian', 'indian', 'would', 'rais', 'great', 'outdoorsman', 'thank', 'mama', 'talk', 'keep', 'good', 'work', 'babi', 'girl', '1', 'alway', 'rememb', 'daddi', 'love']",[],pos,paverman1113,[]
1851,Lmao if you were ever this close to my face I would be like oh my God fuck off @yumersonsfoods,lmao ever close face would like oh god fuck,"['lmao', 'ever', 'close', 'face', 'would', 'like', 'oh', 'god', 'fuck']",[],pos,kandiceirene,['yumersonsfoods']
1852,The purple giving 🔥,purpl give,"['purpl', 'give']",['🔥'],neu,king_jeffree00,[]
1853,Cute ❤️,cute,['cute'],['❤'],neu,tiinadanielle,[]
1854,@kaybykatrina @katrinakaif 😍😍,,[],"['😍', '😍']",neu,pr.anali9429,"['kaybykatrina', 'katrinakaif']"
1855,Dicks,dick,['dick'],[],neg,heatherperrin18,[]
1856,الميكياج خرب خلق كل البنات,,[],[],neu,ot.sh.0,[]
1857,candle looks so good,candl look good,"['candl', 'look', 'good']",[],neu,alissoomn,[]
1858,"https://momof32022.blogspot.com/?m=1 
Follow",http momof32022blogspotcom m1 follow,"['http', 'momof32022blogspotcom', 'm1', 'follow']",[],neu,thisis32022,[]
1859,"https://momof32022.blogspot.com/?m=1 
Follow",http momof32022blogspotcom m1 follow,"['http', 'momof32022blogspotcom', 'm1', 'follow']",[],neu,thisis32022,[]
1860,⚛️💇✡️👭✡️💇⚛️,,[],"['⚛', '💇', '✡', '👭', '✡', '💇', '⚛']",neu,moebius_strip3.1416,[]
1861,Is Good 😍😘😘,good,['good'],"['😍', '😘', '😘']",neu,llah8683,[]
1862,All items is sold out!,item sold,"['item', 'sold']",[],neu,ybb6_,[]
1863,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥']",neu,luelzone,[]
1864,Recent! 🌿🤍🌿🤍,recent,['recent'],"['🌿', '🤍', '🌿', '🤍']",neu,anotherresidence,[]
1865,😮,,[],['😮'],neu,power_gym_guachy,[]
1866,I love you Kylie Jenner,love kyli jenner,"['love', 'kyli', 'jenner']",[],pos,alyssarosario007,[]
1867,واو,,[],[],neu,nisrin_almusawiu,[]
1868,🔥,,[],['🔥'],neu,hd.palash.731,[]
1869,❤️🙌,,[],"['❤', '🙌']",neu,itsme_jyn,[]
1870,Kendall is a true model ❤️,kendal true model,"['kendal', 'true', 'model']",['❤'],neu,klink2u,[]
1871,Lovely,love,['love'],[],pos,kazhalvaziri,[]
1872,Bonjour,bonjour,['bonjour'],[],neu,dornichesk,[]
1873,❤️❤️,,[],"['❤', '❤']",neu,deepak_offlcial,[]
1874,SICK,sick,['sick'],[],neg,sheryhammond,[]
1875,Sizzling girls 🔥😍,sizzl girl,"['sizzl', 'girl']","['🔥', '😍']",neu,_sumit_kapoor,[]
1876,❤️,,[],['❤'],neu,raulsoares4647,[]
1877,فى رمضان؟ فى رمضااان؟!,,[],[],neu,jeon_jana_jk,[]
1878,💜💜🤩,,[],"['💜', '💜', '🤩']",neu,nasrin.mahram,[]
1879,可愛い❤️😍,,[],"['❤', '😍']",neu,moody_angel,[]
1880,🌸💜,,[],"['🌸', '💜']",neu,samuel.fabrys,[]
1881,Hi,hi,['hi'],[],neu,nas.ir8638,[]
1882,kylie is potato,kyli potato,"['kyli', 'potato']",[],neu,logaan_007,[]
1883,"Just watched the new episode on Hulu. ❤️ The people who are negative towards you don’t matter. They are negative to everyone around them, and are projecting that negativity as far as possible. I’m sorry that has given you so much anxiety. Try not to give them the power to affect your mood. It has nothing to do with you. They are just angry to see you guys happy and successful. Please keep up all the hard work you do, and keep positive people in your inner circle. Lots of love from Florida 🙂",watch new episod hulu peopl neg toward matter neg everyon around project neg far possibl sorri given much anxieti tri give power affect mood noth angri see guy happi success pleas keep hard work keep posit peopl inner circl lot love florida,"['watch', 'new', 'episod', 'hulu', 'peopl', 'neg', 'toward', 'matter', 'neg', 'everyon', 'around', 'project', 'neg', 'far', 'possibl', 'sorri', 'given', 'much', 'anxieti', 'tri', 'give', 'power', 'affect', 'mood', 'noth', 'angri', 'see', 'guy', 'happi', 'success', 'pleas', 'keep', 'hard', 'work', 'keep', 'posit', 'peopl', 'inner', 'circl', 'lot', 'love', 'florida']","['❤', '🙂']",pos,anna_hongisto,[]
1884,😮,,[],['😮'],neu,larahkmh,[]
1885,🤭,,[],['🤭'],neu,larahkmh,[]
1886,I love you,love,['love'],[],pos,mauriya351,[]
1887,Duble attack,dubl attack,"['dubl', 'attack']",[],neu,mohdiqbalnajar2,[]
1888,Lıke ıt,lke,['lke'],[],neu,birpsikogizlisayfasi,[]
1889,@theweeknd stop liking @bellahadid or @selenagomez is watching you homie 💯,stop like watch homi,"['stop', 'like', 'watch', 'homi']",['💯'],neu,stoned85_,"['theweeknd', 'bellahadid', 'selenagomez']"
1890,@jennalilyy  yes or no,ye,['ye'],[],neu,fleety97,['jennalilyy']
1891,@jennalilyy  alright we will wait till the next one 👏,alright wait till next one,"['alright', 'wait', 'till', 'next', 'one']",['👏'],neu,fleety97,['jennalilyy']
1892,@jennalilyy  dog,dog,['dog'],[],neu,fleety97,['jennalilyy']
1893,@fleety97 I mean I just don’t really like the pallet,mean realli like pallet,"['mean', 'realli', 'like', 'pallet']",[],neu,jennalilyy,['fleety97']
1894,@fleety97 no,,[],[],neu,jennalilyy,['fleety97']
1895,@fleety97 I feel like the next one will be good tho,feel like next one good tho,"['feel', 'like', 'next', 'one', 'good', 'tho']",[],pos,jennalilyy,['fleety97']
1896,@jennalilyy  yeh me either,yeh either,"['yeh', 'either']",[],neu,fleety97,['jennalilyy']
1897,evlenek,evlenek,['evlenek'],[],neu,efeonard,[]
1898,mirip kitah @a.nandau,mirip kitah,"['mirip', 'kitah']",[],neu,jupaalo,['a.nandau']
1899,@jupaalo gua kiri lu kanan laki nya travis 💁🏿,gua kiri lu kanan laki nya travi,"['gua', 'kiri', 'lu', 'kanan', 'laki', 'nya', 'travi']","['💁', '🏿']",neu,a.nandau,['jupaalo']
1900,@a.nandau yah iya lg anjg kuproy,yah iya lg anjg kuproy,"['yah', 'iya', 'lg', 'anjg', 'kuproy']",[],neu,jupaalo,['a.nandau']
1901,Beautiful sexy hot🔥,beauti sexi hot,"['beauti', 'sexi', 'hot']",['🔥'],neu,shehzad.haideri,[]
1902,Hi,hi,['hi'],[],neu,alihaidarali9315,[]
1903,😍❤️,,[],"['😍', '❤']",neu,thokalaanjaneyulu02,[]
1904,💜💜💜💜💜💜💜💜💜💜💜,,[],"['💜', '💜', '💜', '💜', '💜', '💜', '💜', '💜', '💜', '💜', '💜']",neu,_treasures.untold,[]
1905,💜💜💜,,[],"['💜', '💜', '💜']",neu,abiancasousaa,[]
1906,🤍🌸,,[],"['🤍', '🌸']",neu,gsyceri,[]
1907,💞💞💜,,[],"['💞', '💞', '💜']",neu,majid_6m,[]
1908,🙌👏❤️,,[],"['🙌', '👏', '❤']",neu,divisamantha,[]
1909,🔥,,[],['🔥'],neu,dhurotullely,[]
1910,😉🔥🔥,,[],"['😉', '🔥', '🔥']",neu,_shanky_2.0,[]
1911,💗💗,,[],"['💗', '💗']",neu,emmiieeh,[]
1912,😍😍😍😍,,[],"['😍', '😍', '😍', '😍']",neu,dey_.vid1,[]
1913,Omg purple is so pretty💜🌸💜,omg purpl pretti,"['omg', 'purpl', 'pretti']","['💜', '🌸', '💜']",neu,jmt_caoayan,[]
1914,🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥']",neu,itzz_alex555,[]
1915,😍😍,,[],"['😍', '😍']",neu,_santhosh_4,[]
1916,Watch my story 💦❤️,watch stori,"['watch', 'stori']","['💦', '❤']",neu,shivgu39,[]
1917,😍🔥,,[],"['😍', '🔥']",neu,its_skinny_ciya,[]
1918,@gizemerol_ ❤️,,[],['❤'],neu,zeynep_ozbay_ozalpaslan,['gizemerol_']
1919,@zeynep_ozbay_ozalpaslan 🧡🧡,,[],"['🧡', '🧡']",neu,gizemerol_,['zeynep_ozbay_ozalpaslan']
1920,property,properti,['properti'],[],neu,ajayparihar855,[]
1921,кожа светится! Умницы✌🏻,,[],"['✌', '🏻']",neu,tasha210393,[]
1922,Качество отпад! Ни то что побелка!,,[],[],neu,tasha210393,[]
1923,🔥🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥', '🔥']",neu,namedsn,[]
1924,blymmen,blymmen,['blymmen'],[],neu,felixshinera,[]
1925,Love yaa so much ❤️❤️😍😍🔥🔥,love yaa much,"['love', 'yaa', 'much']","['❤', '❤', '😍', '😍', '🔥', '🔥']",pos,goodvibesvib,[]
1926,3 for 3🔥 LB🙌,3 3 lb,"['3', '3', 'lb']","['🔥', '🙌']",neu,_teoboitan,[]
1927,ROWS for ROWS ❤️🙌,row row,"['row', 'row']","['❤', '🙌']",neu,_teoboitan,[]
1928,LB🙌,lb,['lb'],['🙌'],neu,_teoboitan,[]
1929,Lblblblblblb🔥,lblblblblblb,['lblblblblblb'],['🔥'],neu,_teoboitan,[]
1930,Lblblblblblbl,lblblblblblbl,['lblblblblblbl'],[],neu,vahid1994m,[]
1931,Who wants you?,want,['want'],[],neu,4woncifmooreleaguehsbbkballpoy,[]
1932,love❤️,love,['love'],['❤'],pos,love_flowers_peace_55,[]
1933,💞💞💕💕♥️💗💜💜 تبریک،قشنگا🌟🌟,,[],"['💞', '💞', '💕', '💕', '♥', '💗', '💜', '💜', '🌟', '🌟']",neu,m_rashvand98,[]
1934,$$$🤘🏾🌙🤴🏾,,[],"['🤘', '🏾', '🌙', '🤴', '🏾']",neu,grandprincecortez,[]
1935,@innytl_311 piyk brand cosme anh tajuk sambalado🥂,piyk brand cosm anh tajuk sambalado,"['piyk', 'brand', 'cosm', 'anh', 'tajuk', 'sambalado']",['🥂'],neu,hibaldii_,['innytl_311']
1936,Senggol @lolil0la 😘😘,senggol,['senggol'],"['😘', '😘']",neu,piamingyu,['lolil0la']
1937,😂😂😂😂😂😂😂😂😂,,[],"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",neu,yrtr.ttr,[]
1938,😻💜,,[],"['😻', '💜']",neu,beboo.1,[]
1939,@mahdishiddieqy_ pilih,pilih,['pilih'],[],neu,ibnadyaa,['mahdishiddieqy_']
1940,😍🔥,,[],"['😍', '🔥']",neu,iamnadiyansr,[]
1941,north,north,['north'],[],neu,chinnu_allari_pilla,[]
1942,🔥🔥🔥🔥🔥🔥❤️❤️❤️❤️❤️,,[],"['🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '❤', '❤', '❤', '❤', '❤']",neu,isalmabing_,[]
1943,❤️,,[],['❤'],neu,yeoxnax,[]
1944,LBLBLB❤️❤️❤️❤️❤️❤️❤️,lblblb,['lblblb'],"['❤', '❤', '❤', '❤', '❤', '❤', '❤']",neu,handmadeby_elya,[]
1945,Lb,lb,['lb'],[],neu,handmadeby_elya,[]
1946,LB,lb,['lb'],[],neu,handmadeby_elya,[]
1947,@handmadeby_elya lblblblblblbl,lblblblblblbl,['lblblblblblbl'],[],neu,vahid1994m,['handmadeby_elya']
1948,😮😮,,[],"['😮', '😮']",neu,abdelhamed.12,[]
1949,Тик-ТОК,,[],[],neu,bobir.sanakulov,[]
1950,❤,,[],['❤'],neu,zarif_kibria,[]
1951,Funny how Kylie’s belly button after two kids is smaller than Kendals.,funni kyli belli button two kid smaller kendal,"['funni', 'kyli', 'belli', 'button', 'two', 'kid', 'smaller', 'kendal']",[],neu,hopemichellexx,[]
1952,太爱你了😍😍😍,,[],"['😍', '😍', '😍']",neu,sweetyunqi,[]
1953,😮😮,,[],"['😮', '😮']",neu,sonali_s_mishra,[]
1954,😍😍😍,,[],"['😍', '😍', '😍']",neu,sonali_s_mishra,[]
1955,❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤']",neu,sonali_s_mishra,[]
1956,🔥🔥,,[],"['🔥', '🔥']",neu,sonali_s_mishra,[]
1957,Too sexy 😍,sexi,['sexi'],['😍'],neu,lovely_pavethra_143,[]
1958,😍😍😍😍,,[],"['😍', '😍', '😍', '😍']",neu,raulcohen,[]
1959,🔥,,[],['🔥'],neu,luanlopesty,[]
1960,🔥,,[],['🔥'],neu,luanlopesty,[]
1961,🔥🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥', '🔥']",neu,mariapaola.chanel95,[]
1962,saxy,saxi,['saxi'],[],neu,jeniferrose3911,[]
1963,Ramratan. Shakya,ramratan shakya,"['ramratan', 'shakya']",[],neu,ramratan5956,[]
1964,Ramratan,ramratan,['ramratan'],[],neu,ramratan5956,[]
1965,Lb,lb,['lb'],[],neu,jenncoello16,[]
1966,Cuándo hicimos ésta sesión? No me acuerdo. @marianvillalbas,cundo hicimo sta sesin acuerdo,"['cundo', 'hicimo', 'sta', 'sesin', 'acuerdo']",[],neu,mariabelindaaa,['marianvillalbas']
1967,🔥🔥,,[],"['🔥', '🔥']",neu,luckysuprayogi,[]
1968,😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍']",neu,mamoudousylla21,[]
1969,❤️,,[],['❤'],neu,its_badal31,[]
1970,Sexy,sexi,['sexi'],[],neu,rehsesven,[]
1971,Cutie,cuti,['cuti'],[],neu,ubaidx__,[]
1972,Q,q,['q'],[],neu,jhesywidyawati,[]
1973,🔥🔥,,[],"['🔥', '🔥']",neu,sonam_tiwari08,[]
1974,💕💕🥰🥰😍😍😍😍😍😍😍,,[],"['💕', '💕', '🥰', '🥰', '😍', '😍', '😍', '😍', '😍', '😍', '😍']",neu,_mg_182,[]
1975,🔥🔥🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '❤', '🔥', '❤', '🔥', '❤', '🔥', '❤', '🔥', '🔥', '🔥', '🔥']",neu,_mg_182,[]
1976,Hy,hy,['hy'],[],neu,konain.raza.5099,[]
1977,❤️❤️❤️,,[],"['❤', '❤', '❤']",neu,bantsimba47,[]
1978,@kendalljenner 🖤🖤🖤🖤😭,,[],"['🖤', '🖤', '🖤', '🖤', '😭']",neu,lionelhmedeh1,['kendalljenner']
1979,matter,matter,['matter'],[],neu,khawla.al2018,[]
1980,Please check Dm,pleas check dm,"['pleas', 'check', 'dm']",[],neu,queenscorpio______,[]
1981,Please check Dm,pleas check dm,"['pleas', 'check', 'dm']",[],neu,queenscorpio______,[]
1982,https://t.me/+tyVgoAStIOoxOWVi заходьте будемо спілкуватись❤️,http tmetyvgoastiooxowvi,"['http', 'tmetyvgoastiooxowvi']",['❤'],neu,krisistattoos,[]
1983,@britthovenden,,[],[],neu,jessikanderson,['britthovenden']
1984,❤️❤️,,[],"['❤', '❤']",neu,seeda9433,[]
1985,👏👏,,[],"['👏', '👏']",neu,deboraferreirada724,[]
1986,F ramadaaan?,f ramadaaan,"['f', 'ramadaaan']",[],neu,rudyelbihery25,[]
1987,double trouble😍🔥,doubl troubl,"['doubl', 'troubl']","['😍', '🔥']",neu,mayaakarinn,[]
1988,Hi ❤️,hi,['hi'],['❤'],neu,mohdakram.mohammadakram.7,[]
1989,seat,seat,['seat'],[],neu,shivanimalviya684,[]
1990,Love youuu❤️❤️ Queennnn🔥 you Are sooo prettyyyy girlll😍 purrrr❤️❤️,love youuu queennnn sooo prettyyyy girlll purrrr,"['love', 'youuu', 'queennnn', 'sooo', 'prettyyyy', 'girlll', 'purrrr']","['❤', '❤', '🔥', '😍', '❤', '❤']",pos,its_lil_gd,[]
1991,😍😍,,[],"['😍', '😍']",neu,g.e.e.n.a.r,[]
1992,Sex hot video banao bebi,sex hot video banao bebi,"['sex', 'hot', 'video', 'banao', 'bebi']",[],neu,amitkumarrajbhar11,[]
1993,❤️,,[],['❤'],neu,deanbear55,[]
1994,absorbing,absorb,['absorb'],[],neu,bittuamulya,[]
1995,Two sexy girls,two sexi girl,"['two', 'sexi', 'girl']",[],neu,khanarman9206,[]
1996,❤️,,[],['❤'],neu,diksha_pagare__07,[]
1997,♿💜💜💜🌹💍🌹💜💜💜🏚,,[],"['♿', '💜', '💜', '💜', '🌹', '💍', '🌹', '💜', '💜', '💜', '🏚']",neu,macin.azz.slick,[]
1998,🔥🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥', '🔥']",neu,shawoonderful,[]
1999,I’m saying thanks to @trade_with_raynell_white_01 for all she as done for me on the crypto market I have made 50$thousand on  it with her help you can make yours if interested send her a direct message.,say thank done crypto market made 50 thousand help make interest send direct messag,"['say', 'thank', 'done', 'crypto', 'market', 'made', '50', 'thousand', 'help', 'make', 'interest', 'send', 'direct', 'messag']",[],pos,mccarthy_wally,['trade_with_raynell_white_01']
2000,RAJ,raj,['raj'],[],neu,by68777,[]
2001,❤️❤️,,[],"['❤', '❤']",neu,thebenjaminbeast,[]
2002,@kendalljenner 🔥🔥,,[],"['🔥', '🔥']",neu,mj_626_,['kendalljenner']
2003,❤️❤️🔥,,[],"['❤', '❤', '🔥']",neu,iga_nowak_,[]
2004,🤘🏽🤘🏽😍🥰😘💙❤️‍🔥 I 💖U. LADIES 🥰🥰🖤🤍🤎❣️❣️❣️,u ladi,"['u', 'ladi']","['🤘', '🏽', '🤘', '🏽', '😍', '🥰', '😘', '💙', '❤', '🔥', '💖', '🥰', '🥰', '🖤', '🤍', '🤎', '❣', '❣', '❣']",neu,1_sinaman_sin,[]
