,comment,cl_comment,wordlist,emojis,sent,user,mentioned
134,"Esta mujer es de otro planeta es espectacular y lo mejor es ver como la critican mujeres, y con una envidia …. Luego dicen que es el hombre el Que nos perjudica cuando somos entre nosotras …A mi me alucina esta mujer tenga lo que tenga hecho que será lo que le de la gana …. Y ademas todo le sienta súper bien 👏👏👏😍",mujer planeta espectacular mejor ver critican mujer envidia luego dicen hombr perjudica alucina mujer hecho ser gana adema sienta sper bien,"['mujer', 'planeta', 'espectacular', 'mejor', 'ver', 'critican', 'mujer', 'envidia', 'luego', 'dicen', 'hombr', 'perjudica', 'alucina', 'mujer', 'hecho', 'ser', 'gana', 'adema', 'sienta', 'sper', 'bien']","['👏', '👏', '👏', '😍']",neg,stellasealover,[]
135,❤️❤️❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤', '❤', '❤']",neu,mjhdjnjfry,[]
136,❤️ hola buenas noches,hola buena noch,"['hola', 'buena', 'noch']",['❤'],neg,extormartine,[]
137,❤️❤️❤️🇦🇫🇦🇫🇦🇫🇦🇫🇦🇫,,[],"['❤', '❤', '❤']",neu,zynbnasry863,[]
138,😍😍,,[],"['😍', '😍']",neu,hardman__ok,[]
139,🔥,,[],['🔥'],neu,m_aldafaeiy_91_,[]
140,❤️,,[],['❤'],neu,mila_billiard_style,[]
141,Bellisima!😳,bellisima,['bellisima'],['😳'],neu,nilyhanp,[]
142,Madre mía! Qué te has hecho en la cara?,madr ma qu hecho cara,"['madr', 'ma', 'qu', 'hecho', 'cara']",[],neg,laboratorio.dental.jm,[]
143,Esa bocaaaaaaaa te estás arruinando la cara. Más linda cuando eras natural,bocaaaaaaaa est arruinando cara ms linda natur,"['bocaaaaaaaa', 'est', 'arruinando', 'cara', 'ms', 'linda', 'natur']",[],neg,lulyconte,[]
144,👏👏👌👌👍👍💯💯🔥🔥😍😍🤩🤩🌹🌹🥰🥰,,[],"['👏', '👏', '👌', '👌', '👍', '👍', '💯', '💯', '🔥', '🔥', '😍', '😍', '🤩', '🤩', '🌹', '🌹', '🥰', '🥰']",neu,farim.emami93381,[]
145,"Qué pena no pareces tú, ahora pareces una clon pija de tantas que hay, has perdido tu esencia,  tú ya de por sí eras un bellezón, .",qu pena parec t ahora parec clon pija tanta perdido esencia t s bellezn,"['qu', 'pena', 'parec', 't', 'ahora', 'parec', 'clon', 'pija', 'tanta', 'perdido', 'esencia', 't', 's', 'bellezn']",[],neg,majopesi87,[]
146,🔥🔥❤️❤️❤️❤️❤️,,[],"['🔥', '🔥', '❤', '❤', '❤', '❤', '❤']",neu,icristynagt,[]
147,"Eres preciosa, pero da la impresión de que estás maquillada desde el comienzo del vídeo.  Ojalá algún día podamos verte  sin nada de maquillaje seguro seguirás muy linda",preciosa da impresin est maquillada comienzo vdeo ojal algn da podamo vert maquillaj seguro seguir linda,"['preciosa', 'da', 'impresin', 'est', 'maquillada', 'comienzo', 'vdeo', 'ojal', 'algn', 'da', 'podamo', 'vert', 'maquillaj', 'seguro', 'seguir', 'linda']",[],neu,angelicadmendoza,[]
148,"Una mujer bonita se estropea con tanta cirugía, los labios demasiado inflados y demasiado botox en el entrecejo y frente la cara debe tener alguna línea de expresión sino se ve muy artificial. Me gusta más la belleza natural porque mantiene la esencia.",mujer bonita estropea tanta ciruga labio demasiado inflado demasiado botox entrecejo frent cara debe tener alguna lnea expresin sino ve artifici gusta ms belleza natur mantien esencia,"['mujer', 'bonita', 'estropea', 'tanta', 'ciruga', 'labio', 'demasiado', 'inflado', 'demasiado', 'botox', 'entrecejo', 'frent', 'cara', 'debe', 'tener', 'alguna', 'lnea', 'expresin', 'sino', 've', 'artifici', 'gusta', 'ms', 'belleza', 'natur', 'mantien', 'esencia']",[],neg,riveracunqueiromaria,[]
149,Ponte más labios si eso @pilarrubio,pont ms labio si,"['pont', 'ms', 'labio', 'si']",[],neg,nataliachiquitita,['pilarrubio']
150,LA VERDAD ES QUE AUNQUE EL CIRUJANO ES. BUENO LA SENORA PILAR RUBIO TAMBIÉN ES  GUAPISIMA,verdad aunqu cirujano bueno senora pilar rubio tambin guapisima,"['verdad', 'aunqu', 'cirujano', 'bueno', 'senora', 'pilar', 'rubio', 'tambin', 'guapisima']",[],neu,macu__casedas,[]
151,Empieza a maquillarse y ya está maquillada !así somos todas guapas,empieza maquillars est maquillada as toda guapa,"['empieza', 'maquillars', 'est', 'maquillada', 'as', 'toda', 'guapa']",[],neg,anghiiiiy,[]
152,Pero que vas a corregir tu hija mía? Si tú eres perfecta 😍,va corregir hija ma si t perfecta,"['va', 'corregir', 'hija', 'ma', 'si', 't', 'perfecta']",['😍'],pos,ana7tacia,[]
153,Muy guapa pero nose xq te has pasado en la frente? 😮,guapa nose xq pasado frent,"['guapa', 'nose', 'xq', 'pasado', 'frent']",['😮'],neg,goris32,[]
154,👌🏼👏🏼👏🏼👏🏼👏🏼,,[],"['👌', '🏼', '👏', '🏼', '👏', '🏼', '👏', '🏼', '👏', '🏼']",neu,6409_mari,[]
155,Es perfecta....,perfecta,['perfecta'],[],pos,silspillmann,[]
156,"Esta mujer siempre me ha parecido guapísima !! No entiendo que se haya puesto tanto labio arriba ,si quería volumen se ha pasado 3 pueblos ,así parece un poco choni! Y que insulte la inteligencia de las personas que la siguen ,tampoco me parece bien. Si quiere hacer un tutorial de maquillaje que no salga ya maquillada y con filtro !! Pasarse de  lista y pretender engañar no es bueno . No vivas esclava de tu belleza y se un poco más natural que seguro estarás también preciosa . Relájate que todo no es más que empezar y cuando te veas unas veces te acostumbras.Lo que pasa que así apenas hemos visto la diferencia ,si te has quedado igual chiquilla ,no se ha notado nada . También estaría bien que enseñarás lo os productos que usas !! Un besico guapa !!",mujer siempr parecido guapsima entiendo puesto labio arriba si quera volumen pasado 3 pueblo as parec choni insult inteligencia persona siguen tampoco parec bien si quier hacer tutori maquillaj salga maquillada filtro pasars lista pretend engaar bueno viva esclava belleza ms natur seguro estar tambin preciosa reljat ms empezar vea una vece acostumbraslo pasa as apena visto diferencia si quedado igual chiquilla notado tambin estara bien ensear producto usa besico guapa,"['mujer', 'siempr', 'parecido', 'guapsima', 'entiendo', 'puesto', 'labio', 'arriba', 'si', 'quera', 'volumen', 'pasado', '3', 'pueblo', 'as', 'parec', 'choni', 'insult', 'inteligencia', 'persona', 'siguen', 'tampoco', 'parec', 'bien', 'si', 'quier', 'hacer', 'tutori', 'maquillaj', 'salga', 'maquillada', 'filtro', 'pasars', 'lista', 'pretend', 'engaar', 'bueno', 'viva', 'esclava', 'belleza', 'ms', 'natur', 'seguro', 'estar', 'tambin', 'preciosa', 'reljat', 'ms', 'empezar', 'vea', 'una', 'vece', 'acostumbraslo', 'pasa', 'as', 'apena', 'visto', 'diferencia', 'si', 'quedado', 'igual', 'chiquilla', 'notado', 'tambin', 'estara', 'bien', 'ensear', 'producto', 'usa', 'besico', 'guapa']",[],neg,juanipaezgarcia,[]
157,super 🔥🔥🔥🔥🔥😍😍😍😍😍,super,['super'],"['🔥', '🔥', '🔥', '🔥', '🔥', '😍', '😍', '😍', '😍', '😍']",pos,gulnaradzhankurazova,[]
158,😍😍😍😍😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍']",neu,letymorgav,[]
159,😍❤️,,[],"['😍', '❤']",neu,beautyinlife_____,[]
160,Estabas mejor antes ..ahora se ve muy muy artificial sobretodo los labios,mejor ahora ve artifici sobretodo labio,"['mejor', 'ahora', 've', 'artifici', 'sobretodo', 'labio']",[],neg,lanajarra,[]
161,Qué bella!!!,qu bella,"['qu', 'bella']",[],neu,bettyserrichio,[]
162,No se puede ser más guapa!!! 😍😍😍,pued ser ms guapa,"['pued', 'ser', 'ms', 'guapa']","['😍', '😍', '😍']",neg,lafuenteperezlucas,[]
163,👏👏😍❤️,,[],"['👏', '👏', '😍', '❤']",neu,magalysramos07,[]
164,❤️❤️❤️,,[],"['❤', '❤', '❤']",neu,tere725,[]
165,"Maquillaje estando ya maquillada, bonita paradoja.",maquillaj maquillada bonita paradoja,"['maquillaj', 'maquillada', 'bonita', 'paradoja']",[],pos,srta.wadita,[]
166,"Hombre, express, express, no mucho. Jaajaj. Muy guapa. Pero para salir 5 mimitos a comprar el pan, cm que es entretenerse mucho jejeje",hombr express express jaajaj guapa salir 5 mimito comprar pan cm entreteners jejej,"['hombr', 'express', 'express', 'jaajaj', 'guapa', 'salir', '5', 'mimito', 'comprar', 'pan', 'cm', 'entreteners', 'jejej']",[],neg,estherdeleonramirez,[]
167,"Que cambiada y retocada está. Solo conserva los ojos. Con lo guapa y natural que era , ahora ya parece una máscara con esos labios, esa nariz afilada, esa cara estirada...",cambiada retocada est solo conserva ojo guapa natur ahora parec mscara labio nariz afilada cara estirada,"['cambiada', 'retocada', 'est', 'solo', 'conserva', 'ojo', 'guapa', 'natur', 'ahora', 'parec', 'mscara', 'labio', 'nariz', 'afilada', 'cara', 'estirada']",[],neg,garguimila,[]
168,Tu te ves bien hasta con una mascarilla de carbón puesta.,ve bien mascarilla carbn puesta,"['ve', 'bien', 'mascarilla', 'carbn', 'puesta']",[],neg,jason_rabert,[]
169,Eres perfecta😍,perfecta,['perfecta'],['😍'],pos,monicamurcia2_,[]
170,Τι τα θέλεις όλα αυτα;,,[],[],neu,evagelinos983,[]
171,"@pilarrubio , BONITO MAQUILLAJE, EXCEPT LOS LABIOS, ESA LINEA OSCURA ES HORRIBLE.  NO ES DE BUEN VER.😢😢😢😢😢",bonito maquillaj except labio linea oscura horribl buen ver,"['bonito', 'maquillaj', 'except', 'labio', 'linea', 'oscura', 'horribl', 'buen', 'ver']","['😢', '😢', '😢', '😢', '😢']",pos,carlita.prats,['pilarrubio']
172,"Pero a ojos no les pasa el agua micelar?
Y yo los veo maquillados desde el ppio pero luego se los maquilla mas, es así o estoy loca?",ojo pasa agua micelar veo maquillado ppio luego maquilla ma as loca,"['ojo', 'pasa', 'agua', 'micelar', 'veo', 'maquillado', 'ppio', 'luego', 'maquilla', 'ma', 'as', 'loca']",[],neg,alesiazul,[]
173,👏👏👏😍😍😍❤️❤️🙌,,[],"['👏', '👏', '👏', '😍', '😍', '😍', '❤', '❤', '🙌']",neu,sebas12345105,[]
174,Express!! Para mi es el de bodas y comuniones,express boda comunion,"['express', 'boda', 'comunion']",[],neu,emma.labad,[]
175,Esq mas guapa no puedes ser 😍,esq ma guapa pued ser,"['esq', 'ma', 'guapa', 'pued', 'ser']",['😍'],neg,zoilamm7,[]
176,Con el filtro no se aprecia nada lo que te estás poniendo,filtro aprecia est poniendo,"['filtro', 'aprecia', 'est', 'poniendo']",[],neu,chikidiabliya,[]
177,Maquillada desde el principio (cada dia q pasa la veo mas muñeca de cera),maquillada principio cada dia q pasa veo ma mueca cera,"['maquillada', 'principio', 'cada', 'dia', 'q', 'pasa', 'veo', 'ma', 'mueca', 'cera']",[],neg,bealopezmadrid,[]
178,👏👏👏👏❤️❤️❤️,,[],"['👏', '👏', '👏', '👏', '❤', '❤', '❤']",neu,rossy27151969,[]
179,Menos mal que era exprés.,meno mal expr,"['meno', 'mal', 'expr']",[],neg,isabelperezsancjez,[]
180,Cuéntanos todos los productos que has utilizado. Muchas gracias,cuntano producto utilizado mucha gracia,"['cuntano', 'producto', 'utilizado', 'mucha', 'gracia']",[],neg,helenagrodulfo,[]
181,"Eres muy guapa ,pero con tanto morro ,la estás cagando",guapa morro est cagando,"['guapa', 'morro', 'est', 'cagando']",[],neu,dori9426,[]
182,Puedes poner que productos has utilizado?? Me ha encantado el vídeo 😉,pued poner producto utilizado encantado vdeo,"['pued', 'poner', 'producto', 'utilizado', 'encantado', 'vdeo']",['😉'],neg,esther1087,[]
183,Guappa ❤️❤️,guappa,['guappa'],"['❤', '❤']",neu,annimrabet,[]
184,Milf number one,milf number one,"['milf', 'number', 'one']",[],neu,kristianbjerke7,[]
185,"Esos labios🤦‍♀️.... y esto es maquillaje express  pues el normal,  como será? 😂😂",labio maquillaj express pue normal ser,"['labio', 'maquillaj', 'express', 'pue', 'normal', 'ser']","['🤦', '♀', '😂', '😂']",neg,yolaandaa_gr,[]
186,La verdad es que no necesitas todo ese maquillaje. Eres muy bonita sin tanto ☺️👍,verdad necesita maquillaj bonita,"['verdad', 'necesita', 'maquillaj', 'bonita']","['☺', '👍']",neu,kathy_kcd,[]
187,"Eres bellísima, no te hace falta maquillaje😂😂😍",bellsima hace falta maquillaj,"['bellsima', 'hace', 'falta', 'maquillaj']","['😂', '😂', '😍']",neg,maygonzalezgonzalez,[]
188,"Pilar , qué has hecho con tu boca ? Estabas más guapa antes ...",pilar qu hecho boca ms guapa,"['pilar', 'qu', 'hecho', 'boca', 'ms', 'guapa']",[],neg,anabraunilana,[]
189,@pilarrubio Te has hecho algun retoque estetico en la cara ? Se te ve algo diferente pero magistral,hecho algun retoqu estetico cara ve diferent magistr,"['hecho', 'algun', 'retoqu', 'estetico', 'cara', 've', 'diferent', 'magistr']",[],neg,luccianipessoto,['pilarrubio']
190,Si es que vales para todo mujer!!!!,si vale mujer,"['si', 'vale', 'mujer']",[],neg,monica_gonzalez_makeup,[]
191,Estas Guapísima 👏👏👏👏👏,guapsima,['guapsima'],"['👏', '👏', '👏', '👏', '👏']",neu,senna7690,[]
192,😍😍😍🙌❤️preciosa,preciosa,['preciosa'],"['😍', '😍', '😍', '🙌', '❤']",pos,ssssshhhhh85,[]
193,Tu estás guapa siempre,est guapa siempr,"['est', 'guapa', 'siempr']",[],neu,juanignacioprz,[]
194,"Pero si se le nota los 3 kilos de maquillaje que ya tiene encima... Se esta pintando sobre ya pintada, esos labios no es el color natural de una, y los ojos pintados de negro... Y la piel se nota que no es de estar recien levanta de una cama con la cara limpia...",si nota 3 kilo maquillaj encima pintando pintada labio color natur ojo pintado negro piel nota recien levanta cama cara limpia,"['si', 'nota', '3', 'kilo', 'maquillaj', 'encima', 'pintando', 'pintada', 'labio', 'color', 'natur', 'ojo', 'pintado', 'negro', 'piel', 'nota', 'recien', 'levanta', 'cama', 'cara', 'limpia']",[],neg,sandramcjb,[]
195,No entiendo....pero si ya estabas maquillada....😳,entiendo si maquillada,"['entiendo', 'si', 'maquillada']",['😳'],neg,sandrasuscenkooo,[]
196,Reboque total,reboqu total,"['reboqu', 'total']",[],neg,mabelacevedo_m,[]
197,Expres expres…😂cuanto rato y q dificil,expr exprescuanto rato q dificil,"['expr', 'exprescuanto', 'rato', 'q', 'dificil']",['😂'],neg,beagala_yoga,[]
198,😍😍😍 guapa,guapa,['guapa'],"['😍', '😍', '😍']",neu,zaida.cabrera.777,[]
199,😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍']",neu,rosaly__sanchez,[]
200,Pues el desmaquillante no es nada bueno por que sigues con maquillaje jajaja,pue desmaquillant bueno sigu maquillaj jajaja,"['pue', 'desmaquillant', 'bueno', 'sigu', 'maquillaj', 'jajaja']",[],neu,yolandiaz,[]
201,"Exprés dices?? Jaja, pues lo que yo hago no sé cómo llamarlo.... 😂",expr dice jaja pue hago s cmo llamarlo,"['expr', 'dice', 'jaja', 'pue', 'hago', 's', 'cmo', 'llamarlo']",['😂'],neg,sctoledano,[]
202,"Me encanta la combinación, es ideal, pero no pareces tu, entre el cambio de pelo y los retoquitos. Echo de menos a la rokerilla",encanta combinacin ideal parec cambio pelo retoquito echo meno rokerilla,"['encanta', 'combinacin', 'ideal', 'parec', 'cambio', 'pelo', 'retoquito', 'echo', 'meno', 'rokerilla']",[],pos,mlopezmi_,[]
203,Pero si sigue maquillada🤣,si sigu maquillada,"['si', 'sigu', 'maquillada']",['🤣'],neg,anmicagu37,[]
204,"Jolin que cambiada estas, pareces de cera, nadie te aconseja para  decirte que o paras o te dedgracias. No lo entiendo  con lo guapa que eras.",jolin cambiada parec cera nadi aconseja decirt para dedgracia entiendo guapa,"['jolin', 'cambiada', 'parec', 'cera', 'nadi', 'aconseja', 'decirt', 'para', 'dedgracia', 'entiendo', 'guapa']",[],neg,carme2208,[]
205,"Spress dice,!!!",spress dice,"['spress', 'dice']",[],neg,valdefuentesalcom,[]
206,😍😍😍😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍']",neu,elizabethhonzaga07,[]
207,Todo son buenos comentarios 😂😂 qué bonita es la naturalidad,bueno comentario qu bonita naturalidad,"['bueno', 'comentario', 'qu', 'bonita', 'naturalidad']","['😂', '😂']",neg,krista_7305,[]
208,"Que pena que te estes haciendo tanta cirugia,con lo guapa que eras antes!",pena est haciendo tanta cirugia guapa,"['pena', 'est', 'haciendo', 'tanta', 'cirugia', 'guapa']",[],neg,lablankina,[]
209,"Pero si ya estabas guapísima antes de maquillarte. En mi el maquillaje no hace milagros. Por cierto, no te pases con los labios que pronto te pareces a la Yola y tu eres guapísima.",si guapsima maquillart maquillaj hace milagro cierto pase labio pronto parec yola guapsima,"['si', 'guapsima', 'maquillart', 'maquillaj', 'hace', 'milagro', 'cierto', 'pase', 'labio', 'pronto', 'parec', 'yola', 'guapsima']",[],neg,mariacorbej,[]
210,No pongas los textos en blanco cuando el fondo también lo es no se puede leer,ponga texto blanco fondo tambin pued leer,"['ponga', 'texto', 'blanco', 'fondo', 'tambin', 'pued', 'leer']",[],neg,malibu__72,[]
211,Diosa absoluta,diosa absoluta,"['diosa', 'absoluta']",[],neu,lalita1301,[]
212,Estas bellísima el rubio te sienta genial bellezón total,bellsima rubio sienta genial bellezn total,"['bellsima', 'rubio', 'sienta', 'genial', 'bellezn', 'total']",[],pos,mercymagdalenamedina,[]
213,👏👏👏,,[],"['👏', '👏', '👏']",neu,ach8ach,[]
214,Menos mal que es express 😂,meno mal express,"['meno', 'mal', 'express']",['😂'],neg,mariaescola.m,[]
215,Preciosa,preciosa,['preciosa'],[],pos,arnarbona,[]
216,Impresionante!! 👏,impresionant,['impresionant'],['👏'],neu,tonimarylis,[]
217,👏,,[],['👏'],neu,templarias,[]
218,Bella,bella,['bella'],[],neu,alemaneli,[]
219,express😂😂😂😂,express,['express'],"['😂', '😂', '😂', '😂']",neu,rociorosanogarcia,[]
220,Eres perfecta por donde te mire ❤️❤️,perfecta mire,"['perfecta', 'mire']","['❤', '❤']",pos,vanity_rf32,[]
221,"Y esa máscara de Givenchy  y por supuesto los polvos prisma libre de Givenchy , BRUTALES❤️❤️",mscara givenchi supuesto polvo prisma libr givenchi brutal,"['mscara', 'givenchi', 'supuesto', 'polvo', 'prisma', 'libr', 'givenchi', 'brutal']","['❤', '❤']",neg,debocalll,[]
222,Sus ojos 😍🔥,ojo,['ojo'],"['😍', '🔥']",neu,queenfire222,[]
223,Guapísima es poco😍❤️,guapsima,['guapsima'],"['😍', '❤']",neu,julybcn76,[]
224,❤️,,[],['❤'],neu,lilo.juan1979,[]
225,K productos has usado ???🙏🏼🙏🏼🙏🏼❤️❤️❤️❤️❤️❤️❤️❤️❤️,k producto usado,"['k', 'producto', 'usado']","['🙏', '🏼', '🙏', '🏼', '🙏', '🏼', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤']",neg,conchi.cs,[]
226,Demasiado Filtros,demasiado filtro,"['demasiado', 'filtro']",[],neg,mariegonzalez.04,[]
227,"Sinceramente,  creo que eres la mujer más guapa del mundo!😍",sincerament creo mujer ms guapa mundo,"['sincerament', 'creo', 'mujer', 'ms', 'guapa', 'mundo']",['😍'],neg,carlos_nuevo_fuerteventura,[]
228,"Pero vamos a ver,te desmaquillas y estás igual??? Eso como va hacer?",vamo ver desmaquilla est igual va hacer,"['vamo', 'ver', 'desmaquilla', 'est', 'igual', 'va', 'hacer']",[],neg,virgi5719,[]
229,Para la edad k tiene esta wapisiiiima la verdad que todos los retoques que tiene la han quedado de lujo es muy guapa el dinero te deja nueva sin arrugas y perfect pues yo tengo 37 pero claro k ya se notan lineas de expresion arruguillas ....... se nota un monton y ella cn 44 años esta mas que lisaaaaa oye k yo la envidiooo si puede pues bien x ella las demas seguiremos con nuestras ojeras y arruguis jajajajajajajjaaj,edad k wapisiiiima verdad retoqu quedado lujo guapa dinero deja nueva arruga perfect pue 37 claro k notan linea expres arruguilla nota monton cn 44 ao ma lisaaaaa oye k envidiooo si pued pue bien x dema seguiremo ojera arrugui jajajajajajajjaaj,"['edad', 'k', 'wapisiiiima', 'verdad', 'retoqu', 'quedado', 'lujo', 'guapa', 'dinero', 'deja', 'nueva', 'arruga', 'perfect', 'pue', '37', 'claro', 'k', 'notan', 'linea', 'expres', 'arruguilla', 'nota', 'monton', 'cn', '44', 'ao', 'ma', 'lisaaaaa', 'oye', 'k', 'envidiooo', 'si', 'pued', 'pue', 'bien', 'x', 'dema', 'seguiremo', 'ojera', 'arrugui', 'jajajajajajajjaaj']",[],neg,ruby_gemma,[]
230,Wow😍,wow,['wow'],['😍'],neu,ainaara2002,[]
231,🤩 IMPRESIONANTE 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻❤️,impresionant,['impresionant'],"['🤩', '👏', '🏻', '👏', '🏻', '👏', '🏻', '👏', '🏻', '👏', '🏻', '👏', '🏻', '❤']",neu,irenecuevasalvarez,[]
232,Cada día estas más artificial...,cada da ms artifici,"['cada', 'da', 'ms', 'artifici']",[],neg,cuarteroortiz,[]
233,Maquillaje express con mas de 15. Etapas? 😂🥹😪😴 Gracias por la sugerencia!,maquillaj express ma 15 etapa gracia sugerencia,"['maquillaj', 'express', 'ma', '15', 'etapa', 'gracia', 'sugerencia']","['😂', '\U0001f979', '😪', '😴']",neu,pamcristaldo,[]
234,Viéndote en bucle 🎉,vindot bucl,"['vindot', 'bucl']",['🎉'],neu,soycarmenpe,[]
235,😍😍😍😍,,[],"['😍', '😍', '😍', '😍']",neu,gladys.alvarenga.9,[]
236,Los lábios son naturales? 🧐,lbio natural,"['lbio', 'natural']",['🧐'],neu,pamcristaldo,[]
237,Tu eres de otro mundo verdad?? Vaya bombón 😍😍😍🙌 cuánta envidia hay por aquí!!!,mundo verdad vaya bombn cunta envidia aqu,"['mundo', 'verdad', 'vaya', 'bombn', 'cunta', 'envidia', 'aqu']","['😍', '😍', '😍', '🙌']",neg,ingrid_m_j,[]
238,Hija tu guapa hasta sin maquillar...me encanta tu maquillaje express algo he aprendido gracias ☺️,hija guapa maquillar encanta maquillaj express aprendido gracia,"['hija', 'guapa', 'maquillar', 'encanta', 'maquillaj', 'express', 'aprendido', 'gracia']",['☺'],pos,isa_bbiur,[]
239,"Estás muy guapa, pero los labios un pelín menos gruesos...mucho mejor y más natural...",est guapa labio peln meno grueso mejor ms natur,"['est', 'guapa', 'labio', 'peln', 'meno', 'grueso', 'mejor', 'ms', 'natur']",[],pos,marissssssssssssssssssssssss,[]
240,Parece hasta mayor con tanta cirugía 😣.,parec mayor tanta ciruga,"['parec', 'mayor', 'tanta', 'ciruga']",['😣'],pos,molerocastellano,[]
241,Express… 😂🤣😂 y tan natural… 🙌🙌🙌😂😂😂😂😂😂😂😂,express tan natur,"['express', 'tan', 'natur']","['😂', '🤣', '😂', '🙌', '🙌', '🙌', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",neg,cycling_mammyfit,[]
242,"No hace falta, tu bellezq deslumbra por si sola.",hace falta bellezq deslumbra si sola,"['hace', 'falta', 'bellezq', 'deslumbra', 'si', 'sola']",[],neg,manuelgomezbarcia,[]
243,"No te hacía falta retocar tus los labios, los tenías preciosos, un retoque innecesario",haca falta retocar labio tena precioso retoqu innecesario,"['haca', 'falta', 'retocar', 'labio', 'tena', 'precioso', 'retoqu', 'innecesario']",[],pos,jimenezmariadoloresmartinez,[]
244,👏👏👏👏👏love your skin❤❤❤,love your skin,"['love', 'your', 'skin']","['👏', '👏', '👏', '👏', '👏', '❤', '❤', '❤']",neu,skinbeauty_farnaz,[]
245,Estss ideal pero llevas tantos filtros en el video que no se aprecia lo que te pones. Más realidad en las imagenes por favor n,estss ideal lleva tanto filtro video aprecia pone ms realidad imagen favor n,"['estss', 'ideal', 'lleva', 'tanto', 'filtro', 'video', 'aprecia', 'pone', 'ms', 'realidad', 'imagen', 'favor', 'n']",[],neg,charkito77,[]
246,Los comesticos son del Mercadona..,comestico mercadona,"['comestico', 'mercadona']",[],neu,marocar77hotmailcom,[]
247,No puedo con esa mirada,puedo mirada,"['puedo', 'mirada']",[],neu,ivaaaansk,[]
248,Qué serum usas Pilar??,qu serum usa pilar,"['qu', 'serum', 'usa', 'pilar']",[],neu,lauraraty1,[]
249,😍😍,,[],"['😍', '😍']",neu,lauramarinovicmuse,[]
250,"😂😂😂😂, y llevas maquillaje permanente ???",lleva maquillaj permanent,"['lleva', 'maquillaj', 'permanent']","['😂', '😂', '😂', '😂']",neu,3titesa,[]
251,Muy natural la limpieza de cara 😂😂😂..no se te cae ni una pestaña ni el filtro..,natur limpieza cara cae pestaa filtro,"['natur', 'limpieza', 'cara', 'cae', 'pestaa', 'filtro']","['😂', '😂', '😂']",neg,verito3.0,[]
252,"Pero si desde que empezaste el vídeo ya estabas maquillada, hasta los ojos hechos",si empezast vdeo maquillada ojo hecho,"['si', 'empezast', 'vdeo', 'maquillada', 'ojo', 'hecho']",[],neg,yucelmolero,[]
253,💯❤,,[],"['💯', '❤']",neu,nubetierraluna,[]
254,@tl_tiffany 这素颜可不比带妆顶多了,,[],[],neu,nymab,['tl_tiffany']
255,Siempre estás preciosa😍,siempr est preciosa,"['siempr', 'est', 'preciosa']",['😍'],pos,mabelguardia36780,[]
256,"La verdad es que antes era más bella, se nota ahora lo artificial en los labios, la nariz, etc",verdad ms bella nota ahora artifici labio nariz etc,"['verdad', 'ms', 'bella', 'nota', 'ahora', 'artifici', 'labio', 'nariz', 'etc']",[],neg,maribel__gt,[]
257,"Bua q rabia me da, filtros,maquillaje ojos,labios, ni un solo poro ,joder q manera de tomarle el pelo a la gente ,(exprés si estas retocada hasta las pestañas ) 👏👏👏",bua q rabia da filtro maquillaj ojo labio solo poro joder q manera tomarl pelo gent expr si retocada pestaa,"['bua', 'q', 'rabia', 'da', 'filtro', 'maquillaj', 'ojo', 'labio', 'solo', 'poro', 'joder', 'q', 'manera', 'tomarl', 'pelo', 'gent', 'expr', 'si', 'retocada', 'pestaa']","['👏', '👏', '👏']",neg,maidy_25,[]
258,Que envidiosa la gente! Si no os gusta para que lo veis? Guapísima Pilar😍,envidiosa gent si gusta vei guapsima pilar,"['envidiosa', 'gent', 'si', 'gusta', 'vei', 'guapsima', 'pilar']",['😍'],neg,loreyami,[]
259,Los potingues?? 🤣🤣🤣 . Me pongo yo todo eso y parezco una yonki 🤪🤪🤪,potingu pongo parezco yonki,"['potingu', 'pongo', 'parezco', 'yonki']","['🤣', '🤣', '🤣', '🤪', '🤪', '🤪']",neu,lamarquesadelpotet,[]
260,👏,,[],['👏'],neu,isamatacorrales,[]
261,😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍']",neu,mdemesaycdecocina,[]
262,"Me gustaba más la Pilar Rubio genuina, que esta cara sin personalidad ni encanto 😮",gustaba ms pilar rubio genuina cara personalidad encanto,"['gustaba', 'ms', 'pilar', 'rubio', 'genuina', 'cara', 'personalidad', 'encanto']",['😮'],neg,teresinbf,[]
263,"Era  muy guapa, que cambios la hacen artificial",guapa cambio hacen artifici,"['guapa', 'cambio', 'hacen', 'artifici']",[],neg,narcissaatelier,[]
