,comment,cl_comment,wordlist,emojis,sent_num,sent,user,mentioned,likes
0,K pasas foto,k pasa foto,"['k', 'pasa', 'foto']", ,0.0,neu,izaakdiazsanchez9, ,0
1,Parabéns meu amor,parabn meu amor,"['parabn', 'meu', 'amor']", ,0.6124,pos,marcos.marcosantoniodesouza, ,0
2,🔥🔥, ,[],🔥🔥,0.1397849462365591,neu,remadelap62022, ,0
3,فیلمسوفر, ,[], ,0.0,neu,wmhmdy488, ,0
4,فزلمسوفر, ,[], ,0.0,neu,wmhmdy488, ,0
5,What a poj,poj,['poj'], ,0.0,neu,navjot_garg, ,0
6,wow,wow,['wow'], ,0.5859,pos,bdldymhmdbdldym, ,1
7,Hello baby I love you so much baby ok,hello babi love much babi ok,"['hello', 'babi', 'love', 'much', 'babi', 'ok']", ,0.7506,pos,pr.osper2469, ,1
8,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,0.13978494623655907,neu,amrita_lot, ,1
9,🔥🔥👏, ,[],🔥🔥👏,0.26670594589286584,neu,vidyaramyadavmanai, ,1
10,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,0.13978494623655904,neu,alinacerasela3, ,3
11,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥uuuuuuuuuuuuuuuuuua potano suci pula cu  sperms  dela barbatul meu  chte pizde au  futut la  feata lui putaâ,uuuuuuuuuuuuuuuuuua potano suci pula cu sperm dela barbatul meu chte pizd au futut la feata lui puta,"['uuuuuuuuuuuuuuuuuua', 'potano', 'suci', 'pula', 'cu', 'sperm', 'dela', 'barbatul', 'meu', 'chte', 'pizd', 'au', 'futut', 'la', 'feata', 'lui', 'puta']",🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,0.12136367425189658,neu,alinacerasela3, ,0
12,Xx,xx,['xx'], ,0.0,neu,slslskskk688, ,0
13,좋아요❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤,0.7460869565217392,neu,hyeonbeomjo, ,0
14,🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥,0.1397849462365591,neu,nitinlal202122, ,0
15,I told you you make everything look great,told make everyth look great,"['told', 'make', 'everyth', 'look', 'great']", ,0.6249,pos,abrianguerrer1, ,0
16,❤️, ,[],❤,0.7460869565217392,neu,chandanguptz9, ,0
17,Very sexy babe❤️❤️❤️,sexi babe,"['sexi', 'babe']",❤❤❤,0.4476521739130435,neu,tejpaljat505, ,0
18,Hii,hii,['hii'], ,0.0,neu,sandhya7817gmail.com3, ,0
19,🙌, ,[],🙌,0.5604249667994687,neu,roalvov, ,0
20,🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕💗💗💗, ,[],🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕💗💗💗,0.6590909090909091,neu,pikul477, ,0
21,Hello,hello,['hello'], ,0.0,neu,sundaynoah83, ,0
22,👏, ,[],👏,0.5205479452054794,neu,hmdwhmsbw, ,0
23,Hii,hii,['hii'], ,0.0,neu,rafikul3450, ,0
24,خوبی, ,[], ,0.0,neu,bdllhkhzzmy, ,0
25,سلام, ,[], ,0.0,neu,bdllhkhzzmy, ,0
26,❤💜💚💙💛, ,[],❤💜💚💙💛,0.7012805196177634,neu,hamdalhil13, ,0
27,Love you 7380317001,love,['love'], ,0.6369,pos,ashishpatel7370, ,0
28,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0.7460869565217394,neu,muha_med6326, ,0
29,Xxx,xxx,['xxx'], ,0.0,neu,jonwal153, ,0
30,Xxx,xxx,['xxx'], ,0.0,neu,jonwal153, ,0
31,❤️, ,[],❤,0.7460869565217392,neu,bshyrkhnsfy, ,0
32,💯💕💕😘😘😘😘😘😘😍😍, ,[],💯💕💕😘😘😘😘😘😘😍😍,0.6321011213661705,neu,folgarjhims, ,0
33,so sexy,sexi,['sexi'], ,0.0,neu,lucacas65431, ,0
34,lovely and sexy,love sexi,"['love', 'sexi']", ,0.6369,pos,lucacas65431, ,0
35,❤️, ,[],❤,0.7460869565217392,neu,anasch4316, ,0
36,Hi hello,hi hello,"['hi', 'hello']", ,0.0,neu,anasch4316, ,0
37,8427491838, ,[], ,0.0,neu,balahaly, ,0
38,Rjjfvkrffvugjrugg😍😍❤️,rjjfvkrffvugjrugg,['rjjfvkrffvugjrugg'],😍😍❤,0.5254901303869217,neu,sumibarmardhduxkdjdhgudjfuh, ,0
39,Wow Kim and Chloe look so different,wow kim chloe look differ,"['wow', 'kim', 'chloe', 'look', 'differ']", ,0.5859,pos,edowalker9, ,0
40,Amazing ❤️🔥🔥🔥,amaz,['amaz'],❤🔥🔥🔥,0.2330883590462833,neu,riyadnasime, ,0
41,Amazing ❤️🔥🔥🔥,amaz,['amaz'],❤🔥🔥🔥,0.2330883590462833,neu,riyadnasime, ,0
42,Hi,hi,['hi'], ,0.0,neu,ravn7738, ,0
43,Hi,hi,['hi'], ,0.0,neu,ravn7738, ,0
44,Sexy ladi,sexi ladi,"['sexi', 'ladi']", ,0.0,neu,7.mathan, ,0
45,😮😍🔥🔥👏😢😍😍😮😮, ,[],😮😍🔥🔥👏😢😍😍😮😮,0.3673937085974083,neu,promadbanzara, ,0
46,Beautiful,beauti,['beauti'], ,0.0,neu,br_ijesh9555, ,0
47,थठथड, ,[], ,0.0,neu,bombaleankosh, ,0
48,Very nice picture my friends OK,nice pictur friend ok,"['nice', 'pictur', 'friend', 'ok']", ,0.802,pos,01.768285389, ,0
49,😍😍😍, ,[],😍😍😍,0.6779367825129737,neu,ydlmldyn, ,0
50,Salom qalaysiz yaxshimisiz jonim bitta sikay amingizga mayli,salom qalaysiz yaxshimisiz jonim bitta sikay amingizga mayli,"['salom', 'qalaysiz', 'yaxshimisiz', 'jonim', 'bitta', 'sikay', 'amingizga', 'mayli']", ,0.0,neu,aziz.jon943, ,0
51,🔥🔥, ,[],🔥🔥,0.1397849462365591,neu,lakashaman34, ,0
52,🔥🔥, ,[],🔥🔥,0.1397849462365591,neu,lakashaman34, ,0
53,HiiHiiii,hiihiiii,['hiihiiii'], ,0.0,neu,lakashaman34, ,0
54,YESLAMLE kesa la2emek,yeslaml kesa laemek,"['yeslaml', 'kesa', 'laemek']", ,0.0,neu,x_not_bad_, ,0
55,😂😍😢👏🔥🙌, ,[],😂😍😢👏🔥🙌,0.35438976865880756,neu,mahdi975357, ,0
56,Hii❤️,hii,['hii'],❤,0.3730434782608696,neu,shraddhasingh8009, ,0
57,Hii,hii,['hii'], ,0.0,neu,shraddhasingh8009, ,1
58,Hii,hii,['hii'], ,0.0,neu,shraddhasingh8009, ,0
59,انتي ما بتعرفي ان في اله, ,[], ,0.0,neu,ldb8779, ,0
60,🔥اه قلة الأدب هيد🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥,0.1397849462365591,neu,ldb8779, ,0
61,😂, ,[],😂,0.2209684037751333,neu,aillvxi, ,1
62,😍😍😍😍😍😍😍😍😍😍😍, ,[],😍😍😍😍😍😍😍😍😍😍😍,0.6779367825129735,neu,aillvxi, ,1
63,I love sexi 💝💞💞,love sexi,"['love', 'sexi']",💝💞💞,0.6838771444845263,pos,avirajraghunathgaikwad, ,0
64,Ciao bellissima ❤️❤️ 😍😍,ciao bellissima,"['ciao', 'bellissima']",❤❤😍😍,0.4746745796782377,neu,ponte9577, ,0
65,👏👏👏👏👏😢🔥🔥❤️, ,[],👏👏👏👏👏😢🔥🔥❤,0.403896904716165,neu,shiz_uka353, ,0
66,🙌, ,[],🙌,0.5604249667994687,neu,07.061407040, ,0
67,😢😢😢😢, ,[],😢😢😢😢,0.0066755674232309,neu,bhzadd1236, ,0
68,در این مقاله ال س, ,[], ,0.0,neu,hdrt7558, ,0
69,ضثثیسف, ,[], ,0.0,neu,hdrt7558, ,0
70,ضصثقف, ,[], ,0.0,neu,hdrt7558, ,0
71,Xxx,xxx,['xxx'], ,0.0,neu,roya_lking770, ,0
72,😍❤️, ,[],😍❤,0.7120118695173565,neu,jaybhadur2, ,0
73,❤️🔥, ,[],❤🔥,0.44293595137914915,neu,ztykhald802022, ,0
74,Sexual bomb 🔥🔥🔥🔥🔥🔥🔥,sexual bomb,"['sexual', 'bomb']",🔥🔥🔥🔥🔥🔥🔥,-0.0010339307048984753,neg,juanmirespo, ,0
75,@_itz.riven_, ,[], ,0.0,neu,fuckm_e89,_itz.riven_ ,0
76,حلوه, ,[], ,0.0,neu,nyffrjnsyb, ,0
77,Before botox and surgery... Lol,botox surgeri lol,"['botox', 'surgeri', 'lol']", ,0.4215,pos,gigiorozco4, ,0
78,Kourtney is the only one that looks great till this day,kourtney one look great till day,"['kourtney', 'one', 'look', 'great', 'till', 'day']", ,0.6249,pos,zoimemedicta, ,1
79,👏❤️, ,[],👏❤,0.6333174508636092,neu,mobinansari526, ,0
80,❤️❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤❤,0.7460869565217392,neu,bwysrlhsd, ,0
81,الووو, ,[], ,0.0,neu,bwysrlhsd, ,0
82,❤️❤️❤️❤️❤️❤️❤️❤️❤️🔥🙌🔥🔥🔥, ,[],❤❤❤❤❤❤❤❤❤🔥🙌🔥🔥🔥,0.5595962400315255,neu,radmehr7535, ,0
83,7976006653, ,[], ,0.0,neu,rakeshbanjara5065, ,0
84,7976006653, ,[], ,0.0,neu,rakeshbanjara5065, ,1
85,Hi frend,hi frend,"['hi', 'frend']", ,0.0,neu,khawar.khawar.7547, ,0
86,Hi,hi,['hi'], ,0.0,neu,djjhiokk, ,0
87,Xxx,xxx,['xxx'], ,0.0,neu,djjhiokk, ,0
88,❤️❤️hii,hii,['hii'],❤❤,0.4973913043478261,neu,sidhu_moosewala6865, ,0
89,😢, ,[],😢,0.0066755674232309,neu,yadesalulesa, ,0
90,Nice ❤️,nice,['nice'],❤,0.5837934782608696,pos,jessefton3347, ,0
91,#love #u ❤️ @harf_sarpanch,love u,"['love', 'u']",❤,0.6732956521739131,pos,harf_sarpanch,harf_sarpanch ,0
92,Hello,hello,['hello'], ,0.0,neu,adeyemig782gmail.com3, ,0
93,Csinos vagy,csino vagi,"['csino', 'vagi']", ,0.0,neu,httpsfb.audioliveqrddhvrq, ,1
94,🔥🔥🔥😍, ,[],🔥🔥🔥😍,0.2743229053056627,neu,mnsor1943, ,0
95,Xxxxx,xxxxx,['xxxxx'], ,0.0,neu,zfrysryl, ,0
96,X xx,x xx,"['x', 'xx']", ,0.0,neu,zfrysryl, ,0
97,Hi,hi,['hi'], ,0.0,neu,jolelucky, ,1
98,Cute❤️,cute,['cute'],❤,0.6024434782608696,pos,chidavies105, ,0
99,👄👄👌👌🩱🩱🩱, ,[],👄👄👌👌🩱🩱🩱,0.5285470085470086,neu,fate59079, ,0
100,Tdiytiyd6uheii,tdiytiyduheii,['tdiytiyduheii'], ,0.0,neu,sarifkhn059, ,1
101,Uor2ieicie2i,uorieiciei,['uorieiciei'], ,0.0,neu,sarifkhn059, ,0
102,Oi,oi,['oi'], ,0.0,neu,silvanandinho462, ,0
103,Oi,oi,['oi'], ,0.0,neu,silvanandinho462, ,0
104,❤️, ,[],❤,0.7460869565217392,neu,alibula4, ,0
105,Hi,hi,['hi'], ,0.0,neu,alibula4, ,0
106,lovebaby,lovebabi,['lovebabi'], ,0.0,neu,arma_nkhan9356, ,0
107,HiiXx,hiixx,['hiixx'], ,0.0,neu,nagaruncle, ,0
108,بخورم کوستو, ,[], ,0.0,neu,yldyrymkhmrw, ,0
109,They were beautiful before they discovered plastic surgeons.,beauti discov plastic surgeon,"['beauti', 'discov', 'plastic', 'surgeon']", ,0.0,neu,macbook43, ,5
110,🔥🔥🔥🔥😍😍😍😍😍, ,[],🔥🔥🔥🔥😍😍😍😍😍,0.43875818861234506,neu,sunuk8819, ,0
111,Need help with the suntan oil?,need help suntan oil,"['need', 'help', 'suntan', 'oil']", ,0.4019,pos,mathisreed, ,0
112,@mathisreed i got one for your help,got one help,"['got', 'one', 'help']", ,0.4019,pos,m.i.n.i.o.n_7,mathisreed ,0
113,❤️❤️❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤❤❤,0.7460869565217392,neu,maroelpop1980, ,0
114,😘😘, ,[],😘😘,0.7017543859649124,neu,afsh.in1557, ,0
115,omg nice boobs and ass,omg nice boob ass,"['omg', 'nice', 'boob', 'ass']", ,-0.1779,neu,x._youssefx._, ,0
116,Sexy,sexi,['sexi'], ,0.0,neu,nareshsharma8791, ,0
117,زاغه. علیا, ,[], ,0.0,neu,hwshng.yry.13shkhwh, ,0
118,🔥❤️❤️❤️❤️❤️❤️❤️, ,[],🔥❤❤❤❤❤❤❤,0.6702992052360917,neu,iboudiagne53, ,0
119,❤️, ,[],❤,0.7460869565217392,neu,agenariopereirademoura, ,0
120,You never change you are so beautiful ❤️❤️❤️still the same face 🔥🔥🔥,never chang beauti still face,"['never', 'chang', 'beauti', 'still', 'face']",❤❤❤🔥🔥🔥,0.2416014280249904,neu,rubinyulka, ,1
121,Xxx3vibeo,xxxvibeo,['xxxvibeo'], ,0.0,neu,rocky_dbang, ,0
122,Xxx,xxx,['xxx'], ,0.0,neu,km7367198, ,0
123,Where is your pubes,pube,['pube'], ,0.0,neu,cinnet777, ,0
124,LOOKS SO HOT & SEXY.,look hot sexi,"['look', 'hot', 'sexi']", ,0.0,neu,shahedmainul, ,0
125,❤️❤️🙌🔥, ,[],❤❤🙌🔥,0.5480959565198765,neu,blver58, ,0
126,😍😍😍, ,[],😍😍😍,0.6779367825129737,neu,vincenzo_barbone68, ,1
127,😢😍😍😮😮👏🔥, ,[],😢😍😍😮😮👏🔥,0.36834822563525316,neu,vijendra9277, ,1
128,❤️❤️❤️❤️❤️❤️🙌🙌🙌🙌, ,[],❤❤❤❤❤❤🙌🙌🙌🙌,0.6718221606328308,neu,brhymsbrybrhymhmdadm, ,0
129,😍, ,[],😍,0.6779367825129737,neu,fahe.emkhan2189, ,0
130,Janu main tumse bahut pyar karta hun I love,janu main tums bahut pyar karta hun love,"['janu', 'main', 'tums', 'bahut', 'pyar', 'karta', 'hun', 'love']", ,0.6369,pos,fahe.emkhan2189, ,0
131,damn y’all really had no style back then,damn realli no style back,"['damn', 'realli', 'no', 'style', 'back']", ,-0.5994,neg,nanoose.123, ,3
132,Khloe was cute.. sucks she hated herself so much she had to turn herself into a scrawny old blonde white lady,khloe cute suck hate much turn scrawni old blond white ladi,"['khloe', 'cute', 'suck', 'hate', 'much', 'turn', 'scrawni', 'old', 'blond', 'white', 'ladi']", ,-0.5574,neg,agwatsgood, ,1
133,Hi I’m Tiffany ud so cute i would be ok if you wanted to date my daddy,hi tiffani ud cute would ok want date daddi,"['hi', 'tiffani', 'ud', 'cute', 'would', 'ok', 'want', 'date', 'daddi']", ,0.6705,pos,momolove88288, ,0
134,@momolove88288 i also want someone to date my mom,also want someon date mom,"['also', 'want', 'someon', 'date', 'mom']", ,0.0772,neu,s.m.u.r.f__0,momolove88288 ,0
135,",👌👌👌", ,[],👌👌👌,0.5637606837606838,neu,anwarhussain7314, ,0
136,❤️❤️❤️👏, ,[],❤❤❤👏,0.6897022036926742,neu,shankar.kumhar.3760, ,0
137,لصح٢فلسرسحسقص٢زيصك١يضحقض, ,[], ,0.0,neu,wrmdnrmdn, ,0
138,Ap bahut shundar ho😍😍😍😍❤️❤️,ap bahut shundar ho,"['ap', 'bahut', 'shundar', 'ho']",😍😍😍😍❤❤,0.42039210430953733,neu,rekharekhamathur, ,0
139,Looking very hot🔥,look hot,"['look', 'hot']",🔥,0.04659498207885303,neu,19.181006060253, ,2
140,They are not loyal to you or happy for you. But you can still love them at a distance.,not loyal happi still love distanc,"['not', 'loyal', 'happi', 'still', 'love', 'distanc']", ,0.3911,neu,shimmerteaseel, ,2
141,Gutnayt ❤️,gutnayt,['gutnayt'],❤,0.3730434782608696,neu,ozbudakbaskan, ,0
142,Hello,hello,['hello'], ,0.0,neu,081mohammed, ,1
143,Playing with u,play u,"['play', 'u']", ,0.34,neu,russ.ell8inch, ,1
144,Let me get behind you and lay beside u... making u feel soooo gooood,let get behind lay besid u make u feel soooo gooood,"['let', 'get', 'behind', 'lay', 'besid', 'u', 'make', 'u', 'feel', 'soooo', 'gooood']", ,0.0,neu,russ.ell8inch, ,1
145,@russ.ell8inch my mom got better curve than her,mom got better curv,"['mom', 'got', 'better', 'curv']", ,0.4404,pos,m.i.n.i.o.n_7,russ.ell8inch ,1
146,@s.m.u.r.f__0 U were the guy....who slept with my mother....am i right,u guy slept mother right,"['u', 'guy', 'slept', 'mother', 'right']", ,0.0,neu,m.i.n.i.o.n_7,s.m.u.r.f__0 ,1
147,@m.i.n.i.o.n_7 i know your mom....she is also very gorgeous🔥🔥🔥,know mom also gorgeou,"['know', 'mom', 'also', 'gorgeou']",🔥🔥🔥,0.059907834101382465,neu,s.m.u.r.f__0,m.i.n.i.o.n_7 ,1
148,عيب عليك وانت نايمه كده نايمه لوحدك ليه قولي لي يا محمد تعال, ,[], ,0.0,neu,mhmdyd2906, ,1
149,🔥😢😍😍😍, ,[],🔥😢😍😍😍,0.43605417223974224,neu,insafali246, ,0
150,Gorgeous girls ❤️💕💕,gorgeou girl,"['gorgeou', 'girl']",❤💕💕,0.40238405797101445,neu,r_stevens28, ,1
151,❤️❤️❤️❤️❤️❤️❤️😍😍😍😍, ,[],❤❤❤❤❤❤❤😍😍😍😍,0.7213050750640062,neu,rubenmasih8872, ,0
152,R,r,['r'], ,0.0,neu,rubenmasih8872, ,0
153,😂, ,[],😂,0.2209684037751333,neu,abdurasulkudainaz, ,1
154,mi lov u❤️,mi lov u,"['mi', 'lov', 'u']",❤,0.1865217391304348,neu,saeid_hayeri, ,0
155,❤️🔥😢👏, ,[],❤🔥😢👏,0.35327385384675214,neu,jabbarkhanmdabdul, ,0
156,🌱♓♓❡®🎷, ,[],🌱♓♓®🎷,0.5420771637122003,neu,jabbarkhanmdabdul, ,0
157,Hi,hi,['hi'], ,0.0,neu,mailprakash.panda, ,1
158,اجي لك, ,[], ,0.0,neu,mhmdyd2906, ,0
159,@mhmdyd2906 تعال, ,[], ,0.0,neu,ltrbq3322,mhmdyd2906 ,0
160,🍆🍆, ,[],🍆🍆,0.4166666666666666,neu,kanambo669k8, ,1
161,😍😍😍😍😍, ,[],😍😍😍😍😍,0.6779367825129737,neu,kanambo669k8, ,1
162,Summa,summa,['summa'], ,0.0,neu,musfika186, ,0
163,LeevE,leev,['leev'], ,0.0,neu,kumarneraj66869, ,0
164,😍😍😍, ,[],😍😍😍,0.6779367825129737,neu,mykitsch, ,0
165,🥕, ,[],🥕,0.0,neu,beheaded.67, ,0
166,😍😍😍😘, ,[],😍😍😍😘,0.6838911833759583,neu,ajulmatumona, ,0
167,فقط ممه ات, ,[], ,0.0,neu,mina____13498, ,0
168,❤️سلام 👏, ,[],❤👏,0.6333174508636092,neu,bbag44025, ,0
169,Mereko bheje aise,mereko bheje ais,"['mereko', 'bheje', 'ais']", ,0.0,neu,roshan_bagde_1234, ,0
170,❤️🔥🙌🍆🍑, ,[],❤🔥🙌🍆🍑,0.42565393173468263,neu,johntanklauth, ,0
171,🔥🔥🔥😮😮, ,[],🔥🔥🔥😮😮,0.19498207885304658,neu,dilsonbragaborges, ,0
172,Oke,oke,['oke'], ,0.0,neu,sualangputra, ,2
173,Oke,oke,['oke'], ,0.0,neu,sualangputra, ,0
174,🔥🔥🔥❤️❤️😍, ,[],🔥🔥🔥❤❤😍,0.4315775890443549,neu,lakha_448, ,0
175,🔥🔥🔥🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥🔥🔥🔥,0.1397849462365591,neu,ilariobarrera, ,0
176,bellybutton 😮,bellybutton,['bellybutton'],😮,0.1388888888888889,neu,dhdgsuafwgs47484647, ,0
177,😚😚😚😚😚😚😚😚😍, ,[],😚😚😚😚😚😚😚😚😍,0.7105464349542718,neu,ha3623363, ,1
178,❤️❤️❤️😍😍😍🔥, ,[],❤❤❤😍😍😍🔥,0.6302651661915283,neu,htmfrwq28, ,1
179,Khloe literally never needed any work done she was gorgeous😍,khloe liter never need work done gorgeou,"['khloe', 'liter', 'never', 'need', 'work', 'done', 'gorgeou']",😍,0.08474209781412172,neu,iamnani__, ,9
180,@iamnani__ my exact thoughts,exact thought,"['exact', 'thought']", ,0.0,neu,enrigust,iamnani__ ,9
181,❤️, ,[],❤,0.7460869565217392,neu,manisha8721kumari, ,1
182,❤️, ,[],❤,0.7460869565217392,neu,taiwo.akanbi.7758235, ,0
183,طخبق ۶, ,[], ,0.0,neu,mamaza9922, ,0
184,Hay meri jaan kaisi Leti Ho,hay meri jaan kaisi leti ho,"['hay', 'meri', 'jaan', 'kaisi', 'leti', 'ho']", ,0.0,neu,mohdwaseem1015, ,0
185,psst,psst,['psst'], ,0.0,neu,sshheellz_, ,0
186,😍, ,[],😍,0.6779367825129737,neu,amir_m_skandrey_1385, ,0
187,Hi😍,hi,['hi'],😍,0.33896839125648687,neu,bafekec, ,0
188,hi,hi,['hi'], ,0.0,neu,muusman8533, ,0
189,😍, ,[],😍,0.6779367825129737,neu,manish_____._001, ,0
190,😍, ,[],😍,0.6779367825129737,neu,manish_____._001, ,0
191,You are absolutely gorgeous and I wud love you too get back to me ❣️,absolut gorgeou wud love get back,"['absolut', 'gorgeou', 'wud', 'love', 'get', 'back']",❣,0.6887714285714286,pos,jacob.rocheleau, ,0
192,🔥🔥🔥🔥🔥xxx من عاشقتم,xxx,['xxx'],🔥🔥🔥🔥🔥,0.11648745519713259,neu,keng915171, ,0
193,Wauu cbon,wauu cbon,"['wauu', 'cbon']", ,0.0,neu,humbertoalbertomacanda, ,0
194,عشقم, ,[], ,0.0,neu,mahdikhoshgo, ,0
195,سلام.زنگ.بزن, ,[], ,0.0,neu,mahdikhoshgo, ,0
196,👌👌👌👌, ,[],👌👌👌👌,0.5637606837606838,neu,sikarajar, ,0
197,Xxx video,xxx video,"['xxx', 'video']", ,0.0,neu,amirhussain9574, ,0
198,🔥, ,[],🔥,0.1397849462365591,neu,kheirmadrid, ,0
199,I love youtu,love youtu,"['love', 'youtu']", ,0.6369,pos,patre3171, ,0
200,🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥,0.1397849462365591,neu,patre3171, ,0
201,hii,hii,['hii'], ,0.0,neu,rajput.satish.1610, ,1
202,🔥🔥🔥 very very hot pic,hot pic,"['hot', 'pic']",🔥🔥🔥,0.08387096774193546,neu,rajput.satish.1610, ,1
203,😍😍😍😍, ,[],😍😍😍😍,0.6779367825129737,neu,dharmendra1864singh, ,0
204,Hi. Babe was up,hi babe,"['hi', 'babe']", ,0.0,neu,adeoyeibrahim90, ,0
205,❤️❤️❤️, ,[],❤❤❤,0.7460869565217392,neu,lnymthrbd, ,0
206,🙌Hllo❤️🔥,hllo,['hllo'],🙌❤🔥,0.36157421738944173,neu,ma.hendrakumar522, ,0
207,He llp,llp,['llp'], ,0.0,neu,ma.hendrakumar522, ,0
208,❤️❤️❤️❤️, ,[],❤❤❤❤,0.7460869565217392,neu,haseebrayni, ,1
209,So nice,nice,['nice'], ,0.4215,pos,bipulbiswas2063, ,0
210,Good night,good night,"['good', 'night']", ,0.4404,pos,nstig.er, ,0
211,Xxxxxxxxp,xxxxxxxxp,['xxxxxxxxp'], ,0.0,neu,ahmed121mujahid, ,0
212,Hllo❤️,hllo,['hllo'],❤,0.3730434782608696,neu,am__or.7, ,0
213,😍😍😍, ,[],😍😍😍,0.6779367825129737,neu,mamatabibi13, ,0
214,❤️❤️❤️, ,[],❤❤❤,0.7460869565217392,neu,hbybllhmyrzyy664, ,0
215,😍😢😢😢😢😢😢😢😂😂😂😂, ,[],😍😢😢😢😢😢😢😢😂😂😂😂,0.13404494746467696,neu,avan.smile, ,0
216,🔥, ,[],🔥,0.1397849462365591,neu,khan977sab, ,0
217,Hii,hii,['hii'], ,0.0,neu,islamainul223, ,0
218,Un,un,['un'], ,0.0,neu,dwrdfgw, ,0
219,Hello,hello,['hello'], ,0.0,neu,islamainul223, ,0
220,XXX,xxx,['xxx'], ,0.0,neu,amir_021urmiya, ,0
221,@amir_021urmiya Hi,hi,['hi'], ,0.0,neu,sonunkuis,amir_021urmiya ,0
222,❤️❤️❤️❤️, ,[],❤❤❤❤,0.7460869565217392,neu,amir_021urmiya, ,0
223,😢😢🔥🔥, ,[],😢😢🔥🔥,0.07323025682989501,neu,amir_021urmiya, ,0
224,Ewrtyyswwrrfdzaertgchhuhc zzd,ewrtyyswwrrfdzaertgchhuhc zzd,"['ewrtyyswwrrfdzaertgchhuhc', 'zzd']", ,0.0,neu,sa569kumar, ,0
225,Wwsrfsergggreryuhdddhhyeewwdfhuu,wwsrfsergggreryuhdddhhyeewwdfhuu,['wwsrfsergggreryuhdddhhyeewwdfhuu'], ,0.0,neu,sa569kumar, ,0
226,👏👏👏👏👏👏, ,[],👏👏👏👏👏👏,0.5205479452054794,neu,mr_sameer_ali_00786, ,0
227,🔥Love you,love,['love'],🔥,0.3883424731182796,pos,rajendravishwakarma1978, ,2
228,Vfduidojx📱🤗😍,vfduidojx,['vfduidojx'],📱🤗😍,0.3348224649192906,neu,ambia6332, ,0
229,😍, ,[],😍,0.6779367825129737,neu,sksurjal, ,1
230,"Eres una mujer muy hermosa, tienes un cuerpaso",ere una mujer muy hermosa tien un cuerpaso,"['ere', 'una', 'mujer', 'muy', 'hermosa', 'tien', 'un', 'cuerpaso']", ,0.0,neu,abrahamarturolandinramirez, ,1
231,Hghjh,hghjh,['hghjh'], ,0.0,neu,rihan.pasha.39750, ,0
232,Hcvhcchhgyg,hcvhcchhgyg,['hcvhcchhgyg'], ,0.0,neu,rihan.pasha.39750, ,0
233,🔥, ,[],🔥,0.1397849462365591,neu,jhynd333, ,0
234,❤️❤️, ,[],❤❤,0.7460869565217392,neu,lucasfernandez1784, ,0
235,Hi,hi,['hi'], ,0.0,neu,princessmirabeloluwanifemi, ,0
236,Hy,hy,['hy'], ,0.0,neu,michaelnjugunakamau, ,0
237,Hy baby,hy babi,"['hy', 'babi']", ,0.0,neu,ali911bhai, ,1
